spec_id,show,column,inverse,DDF_unit,parametertype_id,DDF_target_value,param_name,DDF_type,color,operator,value,linker,operator2,value2,regex_filter,text,translations
2003,1,0,0,,11235,overwritten to perfect,3-MCPD/2-MCPD glycidyl ester,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,11236,overwritten to perfect,"3-MCPD, total (free and ester)",perfect,green,!=,"""""",,,,,,
2003,1,0,0,,12004,overwritten to perfect,"MCPD,2-, total",perfect,green,!=,"""""",,,,,,
2003,1,0,0,,12005,overwritten to perfect,"Glycidyl esters, sub-parameters",perfect,green,!=,"""""",,,,,,
2003,1,0,0,,5371,overwritten to perfect,"Ethylene oxide, QuEChERS",perfect,green,!=,"""""",,,,,,
2003,1,0,0,,5372,overwritten to perfect,"Ethylene oxide, free",perfect,green,!=,"""""",,,,,,
2003,1,0,0,,5373,overwritten to perfect,2-chloro-ethanol,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,5374,overwritten to perfect,"Ethylene oxide, total",perfect,green,!=,"""""",,,,,,
2003,1,0,0,,5545,overwritten to perfect,"Arsenic, inorganic_38852",perfect,green,!=,"""""",,,,,,
2003,1,0,0,,11182,overwritten to perfect,Chloroethoxyfos,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,11271,overwritten to perfect,Captan metabolite tetrahydrophthalimide (THPI),perfect,green,!=,"""""",,,,,,
2003,1,0,0,,11412,overwritten to perfect,Phthalimide,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10499,overwritten to perfect,"1,4-Dimethylnaphthalene",perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10505,overwritten to perfect,Bendiocarb,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10510,overwritten to perfect,Acephate,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10511,overwritten to perfect,Benodanil,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10512,overwritten to perfect,Acetamiprid,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10518,overwritten to perfect,Aclonifen,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10523,overwritten to perfect,Aldicarb,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10526,overwritten to perfect,Benzalkonium chloride - C14,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10529,overwritten to perfect,Benzalkonium chloride - C16,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10530,overwritten to perfect,Allethrin,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10534,overwritten to perfect,Amidithione,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10535,overwritten to perfect,Benzalkonium chloride - C8,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10541,overwritten to perfect,Amitraz,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10546,overwritten to perfect,Atrazine,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10554,overwritten to perfect,Bixafen,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10555,overwritten to perfect,Azinphos-methyl,perfect,green,!=,"""""",,,,,,
2003,1,0,0,,10556,overwritten to perfect,Boscalid,perfect,green,!=,"""""",,,,,,
